0.1803	2.2535	0.0342
0.1822	1.9517	0.0342
0.1844	1.6118	0.0326
0.1864	1.3028	0.0338
0.1885	0.9750	0.0341
0.1908	0.6244	0.0331
0.1930	0.2816	0.0343
0.1950	-0.0291	0.0347
0.1970	-0.3323	0.0341
0.1991	-0.6697	0.0335
0.2013	-1.0063	0.0345
0.2033	-1.3208	0.0339
0.2056	-1.6718	0.0334
0.2081	-2.0583	0.0346
0.2102	-2.3891	0.0337
0.2125	-2.7312	0.0346
0.2147	-3.0874	0.0347
0.2277	-3.4191	0.0346
0.2609	-3.7243	0.0330
0.3107	-4.0378	0.0345
0.4051	-4.3271	0.0342
0.5755	-4.5760	0.0342
0.7870	-4.8320	0.0336
1.0080	-5.0573	0.0344
1.2712	-5.2310	0.0333
1.5687	-5.3337	0.0329
1.8763	-5.4169	0.0344
2.1989	-5.4531	0.0337
2.5311	-5.4580	0.0326
2.8609	-5.4627	0.0329
3.2977	-5.4570	0.0342
3.6470	-5.4299	0.0347
4.0314	-5.4061	0.0348
4.3376	-5.4033	0.0347
4.6396	-5.4013	0.0344
4.9460	-5.3992	0.0324
5.2878	-5.3967	0.0344
5.6249	-5.3872	0.0346
5.9245	-5.3325	0.0342
6.2208	-5.2366	0.0344
6.4933	-5.0860	0.0343
6.7316	-4.8693	0.0330
6.9284	-4.6335	0.0346
7.0842	-4.3610	0.0343
7.1946	-4.0619	0.0340
7.2511	-3.7618	0.0343
7.2687	-3.3700	0.0331
7.2633	-3.0537	0.0344
7.2496	-2.7462	0.0342
7.2518	-2.4266	0.0343
7.2581	-2.1158	0.0331
7.2646	-1.7984	0.0324
7.2719	-1.4448	0.0327
7.2786	-1.1166	0.0329
7.2853	-0.7908	0.0333
7.2945	-0.3433	0.0339
7.3013	-0.0125	0.0340
7.3084	0.3335	0.0342
7.3157	0.6881	0.0346
7.3235	1.0673	0.0347
7.3308	1.4264	0.0335
7.3370	1.7278	0.0331
7.3444	2.0884	0.0343
7.3320	2.4376	0.0349
7.2724	2.7798	0.0348
7.2268	3.0768	0.0348
7.2033	3.4300	0.0342
7.1651	3.7362	0.0328
7.1146	4.0789	0.0330
7.0055	4.3683	0.0346
6.8429	4.6407	0.0348
6.6478	4.8782	0.0344
6.3624	5.1094	0.0327
6.0955	5.2530	0.0346
5.7913	5.3453	0.0345
5.4163	5.3955	0.0345
5.0985	5.3918	0.0327
4.7150	5.3862	0.0328
4.3945	5.3816	0.0335
3.9681	5.3755	0.0346
3.6312	5.3706	0.0339
3.3124	5.3661	0.0346
2.9413	5.3607	0.0347
2.6202	5.3561	0.0346
2.3178	5.3486	0.0344
1.9927	5.3237	0.0326
1.6924	5.2995	0.0329
1.3428	5.1982	0.0343
1.0205	5.0273	0.0349
0.7641	4.8188	0.0346
0.5445	4.5734	0.0337
0.3649	4.3161	0.0344
0.2350	4.0241	0.0335
0.1626	3.7280	0.0345
0.1434	3.4128	0.0329
0.1524	3.1083	0.0329
0.1624	2.7854	0.0328
0.1721	2.4699	0.0345
0.1826	2.1289	0.0347
